User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
Community Financial,@CFinancialNews,2018-02-05T07:14:15.000Z,"Community Financial
@CFinancialNews
·
Feb 5, 2018International Paper Co Expected to Earn Q1 2018 Earnings of $0.94 Per Share $IP http://americanbankingnews.com/?p=5708485 #markets",,,
US Banking News,@AmericanBanking,2018-02-05T07:14:14.000Z,"US Banking News
@AmericanBanking
·
Feb 5, 2018International Paper Co Expected to Earn Q1 2018 Earnings of $0.94 Per Share $IP http://americanbankingnews.com/?p=5708485 #stocks",,,
Community Financial,@CFinancialNews,2018-02-05T07:14:07.000Z,"Community Financial
@CFinancialNews
·
Feb 5, 2018DA Davidson Weighs in on International Paper Co’s Q1 2018 Earnings $IP http://americanbankingnews.com/?p=5708494 #markets",,,
US Banking News,@AmericanBanking,2018-02-05T07:14:05.000Z,"US Banking News
@AmericanBanking
·
Feb 5, 2018DA Davidson Weighs in on International Paper Co’s Q1 2018 Earnings $IP http://americanbankingnews.com/?p=5708494 #stocks",,,
Ticker Report,@TickerReport,2018-02-05T07:12:02.000Z,"Ticker Report
@TickerReport
·
Feb 5, 2018International Paper Co Expected to Earn Q1 2018 Earnings of $0.94 Per Share $IP http://tickerreport.com/?p=3176852",,,
James Sikes,@wosaikeneriki,2018-02-04T20:57:24.000Z,"James Sikes
@wosaikeneriki
·
Feb 4, 2018Mutual Of America Capital Management Raised Its International Paper Co. $IP Holding by $1.23 Million as Mar...",,,
Watchlist News,@WatchlistN,2018-02-04T17:51:58.000Z,"Watchlist News
@WatchlistN
·
Feb 4, 2018Trust Co. of Vermont Grows Position in International Paper Co $IP http://zpr.io/nTrQN",,,
Transcript Daily,@TranscriptDaily,2018-02-04T17:26:56.000Z,"Transcript Daily
@TranscriptDaily
·
Feb 4, 2018Zacks: Brokerages Anticipate International Paper Co $IP to Post $0.96 Earnings Per Share http://zpr.io/nTriL",,,
The Lincolnian,@ThisLincolnian,2018-02-03T18:20:11.000Z,"The Lincolnian
@ThisLincolnian
·
Feb 3, 2018Parametrica Management Ltd Acquires New Stake in International Paper Co $IP http://thelincolnianonline.com/?p=444343",,,
Transcript Daily,@TranscriptDaily,2018-02-03T11:35:30.000Z,"Transcript Daily
@TranscriptDaily
·
Feb 3, 2018International Paper Co $IP Position Reduced by SG Americas Securities LLC http://zpr.io/nTKQn",,,
Community Financial,@CFinancialNews,2018-02-03T10:00:44.000Z,"Community Financial
@CFinancialNews
·
Feb 3, 2018International Paper Co $IP Expected to Post Quarterly Sales of $5.53 Billion http://americanbankingnews.com/?p=5701067 #markets",,,
US Banking News,@AmericanBanking,2018-02-03T10:00:43.000Z,"US Banking News
@AmericanBanking
·
Feb 3, 2018International Paper Co $IP Expected to Post Quarterly Sales of $5.53 Billion http://americanbankingnews.com/?p=5701067 #stocks
1",,,1
Dakota Financial,@dakotafinancial,2018-02-03T09:55:55.000Z,"Dakota Financial
@dakotafinancial
·
Feb 3, 2018International Paper Co $IP Expected to Post Quarterly Sales of $5.53 Billion http://zpr.io/nTKYC #stocks",,,
MarketBeat,@MarketBeatCom,2018-02-03T09:55:54.000Z,"MarketBeat
@MarketBeatCom
·
Feb 3, 2018International Paper Co $IP Expected to Post Quarterly Sales of $5.53 Billion http://zpr.io/nTKYC",,,
Watchlist News,@WatchlistN,2018-02-02T21:54:22.000Z,"Watchlist News
@WatchlistN
·
Feb 2, 2018International Paper Co $IP Stake Lowered by Comerica Bank http://zpr.io/nThNa",,,
Transcript Daily,@TranscriptDaily,2018-02-02T18:49:54.000Z,"Transcript Daily
@TranscriptDaily
·
Feb 2, 2018Wesbanco Bank Inc. Has $1.31 Million Position in International Paper Co $IP http://zpr.io/nTMcx",,,
The Markets Daily,@TheMarketsDaily,2018-02-02T10:39:24.000Z,"The Markets Daily
@TheMarketsDaily
·
Feb 2, 2018First Quadrant L P CA Has $163,000 Holdings in International Paper Co $IP http://zpr.io/nTXPb",,,
Stockflare US Page,@StockflareUS,2018-02-02T09:28:01.000Z,"Stockflare US Page
@StockflareUS
·
Feb 2, 2018$IP: International Paper Co is cheaper today at 13x earnings than it was a week ago at 18x earnings. (https://stockflare.com/stock/IP)",,,
Stockflare US Page,@StockflareUS,2018-02-02T09:28:01.000Z,"Stockflare US Page
@StockflareUS
·
Feb 2, 2018$IP: International Paper Co's forecast earnings moved 35.3% over the last month, but the price is 3.2%. It's PE ratio is now 13x earnings. (https://stockflare.com/stock/IP)",,,
Stockflare US Page,@StockflareUS,2018-02-02T09:28:01.000Z,"Stockflare US Page
@StockflareUS
·
Feb 2, 2018$IP: The forecast EPS for International Paper Co has increased to $4.75 from $3.51 in the last week. (https://stockflare.com/stock/IP)",,,
Stockflare US Page,@StockflareUS,2018-02-02T09:28:01.000Z,"Stockflare US Page
@StockflareUS
·
Feb 2, 2018$IP: International Paper Co's forecast earnings moved 35.3% over the last week, but the price is -4.8%. It's PE ratio is now 13x earnings. (https://stockflare.com/stock/IP)",,,
Stockflare US Page,@StockflareUS,2018-02-02T09:28:01.000Z,"Stockflare US Page
@StockflareUS
·
Feb 2, 2018$IP: The earnings of International Paper Co are now forecast to decline. (https://stockflare.com/stock/IP)",,,
redliontrader,@redliontrader,2018-02-02T00:04:55.000Z,"redliontrader
@redliontrader
·
Feb 2, 2018New post (International Paper Co (IP) Q4 Adj. EPS USD 1.27 vs. Exp. USD 1.19, revenue USD 5.70bln vs. Exp. USD 6.01bln) has been published on RedlionTrader - https://redliontrader.com/international-paper-co-ip-q4-adj-eps-usd-1-27-vs-exp-usd-1-19-revenue-usd-5-70bln-vs-exp-usd-6-01bln/…",,,
Watchlist News,@WatchlistN,2018-02-01T18:33:28.000Z,"Watchlist News
@WatchlistN
·
Feb 1, 2018Zacks: Brokerages Anticipate International Paper Co $IP to Post $1.19 Earnings Per Share http://zpr.io/nTj2y",,,
Community Financial,@CFinancialNews,2018-02-01T18:28:56.000Z,"Community Financial
@CFinancialNews
·
Feb 1, 2018Brokerages Anticipate International Paper Co $IP Will Post Earnings of $1.19 Per Share http://americanbankingnews.com/?p=5692346 #markets",,,
US Banking News,@AmericanBanking,2018-02-01T18:28:55.000Z,"US Banking News
@AmericanBanking
·
Feb 1, 2018Brokerages Anticipate International Paper Co $IP Will Post Earnings of $1.19 Per Share http://americanbankingnews.com/?p=5692346 #stocks",,,
Investing.com Stocks,@InvestingStockz,2018-02-01T14:44:57.000Z,"Investing.com Stocks
@InvestingStockz
·
Feb 1, 2018International Paper Co. 2017 Q4 - Results - Earnings Call Slides - https://invst.ly/6i75e",,,
Analyst Ratings,@ARatings,2018-02-01T14:34:15.000Z,"Analyst Ratings
@ARatings
·
Feb 1, 2018International Paper Co Gets a Buy Rating from Merrill Lynch $IP http://analystratings.com/articles/international-paper-co-gets-a-buy-rating-from-merrill-lynch/…",,,
Dakota Financial,@dakotafinancial,2018-02-01T10:00:55.000Z,"Dakota Financial
@dakotafinancial
·
Feb 1, 2018International Paper Co $IP Shares Bought by Conning Inc. http://zpr.io/nT7n2 #stocks",,,
MarketBeat,@MarketBeatCom,2018-02-01T10:00:54.000Z,"MarketBeat
@MarketBeatCom
·
Feb 1, 2018International Paper Co $IP Shares Bought by Conning Inc. http://zpr.io/nT7n2",,,
Transcript Daily,@TranscriptDaily,2018-01-31T23:54:57.000Z,"Transcript Daily
@TranscriptDaily
·
Feb 1, 2018International Paper Co $IP Receives Consensus Recommendation of “Hold” from Brokerages http://zpr.io/nTR4y",,,
Watchlist News,@WatchlistN,2018-01-31T10:03:32.000Z,"Watchlist News
@WatchlistN
·
Jan 31, 2018International Paper Co $IP Position Cut by Boston Advisors LLC http://zpr.io/nTP3c",,,
Ticker Report,@TickerReport,2018-01-30T21:37:09.000Z,"Ticker Report
@TickerReport
·
Jan 30, 2018International Paper Co $IP Shares Sold by Baker Ellis Asset Management LLC http://tickerreport.com/?p=3164876",,,
The Lincolnian,@ThisLincolnian,2018-01-30T15:20:00.000Z,"The Lincolnian
@ThisLincolnian
·
Jan 30, 2018Meag Munich Ergo Kapitalanlagegesellschaft MBH Acquires Shares of 46,264 International Paper Co $IP http://thelincolnianonline.com/?p=408724",,,
Ticker Report,@TickerReport,2018-01-30T10:46:30.000Z,"Ticker Report
@TickerReport
·
Jan 30, 2018International Paper Co $IP Shares Bought by IFP Advisors Inc http://tickerreport.com/?p=3164110",,,
Storm Investor,@storminvestor,2018-01-30T00:38:38.000Z,"Storm Investor
@storminvestor
·
Jan 30, 2018Lakeview Capital Partners LLC Purchases New Position in International Paper Co $IP http://sportsperspectives.com/?p=1586060 #markets",,,
The Markets Daily,@TheMarketsDaily,2018-01-29T21:51:10.000Z,"The Markets Daily
@TheMarketsDaily
·
Jan 29, 2018Strategy Asset Managers LLC Lowers Holdings in International Paper Co $IP http://zpr.io/nY5zu",,,
